2000,2000,2000,0.013268,1205.879143
3000,3000,3000,0.038830,1390.659727
4000,4000,4000,0.083019,1541.819685
5000,5000,5000,0.164679,1518.104643
6000,6000,6000,0.276728,1561.099951
7000,7000,7000,0.430723,1592.670173
8000,8000,8000,0.633799,1615.653364
9000,9000,9000,0.899723,1620.498292
10000,10000,10000,1.272286,1571.973149
11000,11000,11000,1.674195,1590.017596
12000,12000,12000,2.148630,1608.466618
13000,13000,13000,2.713787,1619.139590
14000,14000,14000,3.399933,1614.149276
15000,15000,15000,4.160704,1622.321543
16000,16000,16000,5.072431,1615.004683
17000,17000,17000,6.100060,1610.803712
18000,18000,18000,7.257666,1607.128295
19000,19000,19000,8.464254,1620.697983
20000,20000,20000,9.933599,1610.695246
