2000,2000,2000,0.026496,603.858512
3000,3000,3000,0.076049,710.069143
4000,4000,4000,0.163102,784.785626
5000,5000,5000,0.313734,796.853860
6000,6000,6000,0.529143,816.414544
7000,7000,7000,0.844834,811.993446
8000,8000,8000,1.245387,822.234055
9000,9000,9000,1.763636,826.701135
10000,10000,10000,2.437441,820.532721
11000,11000,11000,3.233368,823.290149
12000,12000,12000,4.194890,823.859584
13000,13000,13000,5.323386,825.414466
14000,14000,14000,6.654804,824.667442
15000,15000,15000,8.187333,824.444273
16000,16000,16000,9.930072,824.968824
17000,17000,17000,11.894125,826.122151
18000,18000,18000,14.083290,828.215595
19000,19000,19000,16.575161,827.623934
20000,20000,20000,19.337457,827.409734
