2000,2000,2000,0.027393,584.087990
3000,3000,3000,0.075792,712.472500
4000,4000,4000,0.162941,785.560442
5000,5000,5000,0.313974,796.244518
6000,6000,6000,0.529149,816.405491
7000,7000,7000,0.845183,811.658316
8000,8000,8000,1.246115,821.753785
9000,9000,9000,1.762793,827.096407
10000,10000,10000,2.437669,820.455771
11000,11000,11000,3.230057,824.134148
12000,12000,12000,4.194237,823.987849
13000,13000,13000,5.323873,825.338928
14000,14000,14000,6.638540,826.687752
15000,15000,15000,8.187576,824.419815
16000,16000,16000,9.926686,825.250248
17000,17000,17000,11.952663,822.076249
18000,18000,18000,14.090678,827.781301
19000,19000,19000,16.582726,827.246399
20000,20000,20000,19.339025,827.342651
