2000,2000,2000,0.026808,596.835385
3000,3000,3000,0.075525,714.997562
4000,4000,4000,0.162949,785.523176
5000,5000,5000,0.313322,797.900760
6000,6000,6000,0.528528,817.363926
7000,7000,7000,0.844299,812.508392
8000,8000,8000,1.246158,821.725564
9000,9000,9000,1.763439,826.793549
10000,10000,10000,2.436740,820.768818
11000,11000,11000,3.230072,824.130310
12000,12000,12000,4.183856,826.032205
13000,13000,13000,5.321345,825.731103
14000,14000,14000,6.663237,823.623744
15000,15000,15000,8.187804,824.396831
16000,16000,16000,9.935608,824.509195
17000,17000,17000,11.954953,821.918743
18000,18000,18000,14.080012,828.408359
19000,19000,19000,16.580972,827.333877
20000,20000,20000,19.333137,827.594628
