2000,2000,2000,0.027330,585.431422
3000,3000,3000,0.075828,712.141049
4000,4000,4000,0.163301,783.828899
5000,5000,5000,0.313958,796.284544
6000,6000,6000,0.528266,817.769857
7000,7000,7000,0.844309,812.498288
8000,8000,8000,1.245638,822.068468
9000,9000,9000,1.762631,827.172437
10000,10000,10000,2.437655,820.460699
11000,11000,11000,3.229572,824.257770
12000,12000,12000,4.195548,823.730237
13000,13000,13000,5.320349,825.885658
14000,14000,14000,6.636133,826.987680
15000,15000,15000,8.186229,824.555443
16000,16000,16000,9.934742,824.581089
17000,17000,17000,11.927701,823.796671
18000,18000,18000,14.101939,827.120272
19000,19000,19000,16.584796,827.143116
20000,20000,20000,19.338273,827.374805
