2000,2000,2000,0.015434,1036.645415
3000,3000,3000,0.043674,1236.427319
4000,4000,4000,0.098392,1300.916817
5000,5000,5000,0.187924,1330.326979
6000,6000,6000,0.318979,1354.322328
7000,7000,7000,0.504536,1359.666021
8000,8000,8000,0.736326,1390.688288
9000,9000,9000,1.046224,1393.582853
10000,10000,10000,1.441942,1387.018739
11000,11000,11000,1.914052,1390.766638
12000,12000,12000,2.444599,1413.728927
13000,13000,13000,3.133953,1402.063002
14000,14000,14000,3.877219,1415.447683
15000,15000,15000,4.817398,1401.171402
16000,16000,16000,5.885531,1391.887979
17000,17000,17000,7.128065,1378.494813
18000,18000,18000,8.280713,1408.574410
19000,19000,19000,9.741036,1408.269104
20000,20000,20000,11.270510,1419.634112
