2000,2000,2000,0.014920,1072.359106
3000,3000,3000,0.043655,1236.957628
4000,4000,4000,0.098085,1304.991354
5000,5000,5000,0.188116,1328.965432
6000,6000,6000,0.320616,1347.407268
7000,7000,7000,0.498601,1375.848689
8000,8000,8000,0.729721,1403.275699
9000,9000,9000,1.041657,1399.692800
10000,10000,10000,1.434307,1394.401251
11000,11000,11000,1.920691,1385.959426
12000,12000,12000,2.454776,1407.867871
13000,13000,13000,3.155243,1392.602562
14000,14000,14000,3.880363,1414.300682
15000,15000,15000,4.819714,1400.498170
16000,16000,16000,5.852092,1399.841322
17000,17000,17000,6.952356,1413.333876
18000,18000,18000,8.382062,1391.543116
19000,19000,19000,9.860506,1391.206554
20000,20000,20000,11.276341,1418.899978
