2000,2000,2000,0.015174,1054.410411
3000,3000,3000,0.044239,1220.646310
4000,4000,4000,0.098111,1304.640457
5000,5000,5000,0.188536,1326.006324
6000,6000,6000,0.317586,1360.260706
7000,7000,7000,0.500257,1371.295327
8000,8000,8000,0.730870,1401.069651
9000,9000,9000,1.033181,1411.176084
10000,10000,10000,1.427516,1401.035224
11000,11000,11000,1.899897,1401.128350
12000,12000,12000,2.442136,1415.154647
13000,13000,13000,3.166425,1387.685039
14000,14000,14000,3.873705,1416.731345
15000,15000,15000,4.848765,1392.107081
16000,16000,16000,5.906127,1387.034286
17000,17000,17000,6.937124,1416.437193
18000,18000,18000,8.387490,1390.642539
19000,19000,19000,9.688663,1415.881599
20000,20000,20000,11.405805,1402.794488
