2000,2000,2000,0.026589,601.756022
3000,3000,3000,0.081330,663.964062
4000,4000,4000,0.181796,704.087823
5000,5000,5000,0.351863,710.504777
6000,6000,6000,0.593026,728.467662
7000,7000,7000,0.921672,744.299846
8000,8000,8000,1.397027,732.984970
9000,9000,9000,1.966835,741.292390
10000,10000,10000,2.692043,742.930241
11000,11000,11000,3.583886,742.769117
12000,12000,12000,4.683498,737.910015
13000,13000,13000,6.085755,722.013988
14000,14000,14000,7.373353,744.301808
15000,15000,15000,9.159019,736.978480
16000,16000,16000,11.153077,734.505841
17000,17000,17000,13.325751,737.369317
18000,18000,18000,15.756419,740.269718
19000,19000,19000,18.527417,740.416213
20000,20000,20000,21.515688,743.643442
