2000,2000,2000,0.027537,581.039969
3000,3000,3000,0.081223,664.833794
4000,4000,4000,0.181235,706.264080
5000,5000,5000,0.352171,709.882984
6000,6000,6000,0.592550,729.051921
7000,7000,7000,0.927197,739.864196
8000,8000,8000,1.397456,732.760094
9000,9000,9000,1.966758,741.321479
10000,10000,10000,2.694908,742.140405
11000,11000,11000,3.577989,743.993295
12000,12000,12000,4.719906,732.218015
13000,13000,13000,5.993083,733.178618
14000,14000,14000,7.337395,747.949335
15000,15000,15000,9.159945,736.903961
16000,16000,16000,11.183756,732.490960
17000,17000,17000,13.252181,741.462867
18000,18000,18000,15.683616,743.706060
19000,19000,19000,18.475633,742.491478
20000,20000,20000,21.515425,743.652523
