2000,2000,2000,0.026821,596.538852
3000,3000,3000,0.081365,663.676966
4000,4000,4000,0.181230,706.283966
5000,5000,5000,0.351495,711.248031
6000,6000,6000,0.592918,728.599452
7000,7000,7000,0.926011,740.811883
8000,8000,8000,1.400806,731.007925
9000,9000,9000,1.960451,743.706404
10000,10000,10000,2.702683,740.005458
11000,11000,11000,3.585204,742.496202
12000,12000,12000,4.721658,731.946217
13000,13000,13000,6.002328,732.049313
14000,14000,14000,7.345712,747.102549
15000,15000,15000,9.119588,740.165054
16000,16000,16000,11.150466,734.677846
17000,17000,17000,13.319331,737.724739
18000,18000,18000,15.699693,742.944446
19000,19000,19000,18.488411,741.978297
20000,20000,20000,21.539387,742.825241
