2000,2000,2000,0.027038,591.768894
3000,3000,3000,0.081625,661.563018
4000,4000,4000,0.181523,705.145378
5000,5000,5000,0.352071,710.084411
6000,6000,6000,0.591628,730.188361
7000,7000,7000,0.925287,741.391622
8000,8000,8000,1.395916,733.568706
9000,9000,9000,1.966354,741.473877
10000,10000,10000,2.698069,741.270934
11000,11000,11000,3.577267,744.143580
12000,12000,12000,4.721229,732.012834
13000,13000,13000,5.989669,733.596491
14000,14000,14000,7.346507,747.021699
15000,15000,15000,9.200236,733.676798
16000,16000,16000,11.158221,734.167240
17000,17000,17000,13.287392,739.497990
18000,18000,18000,15.736072,741.226897
19000,19000,19000,18.509661,741.126474
20000,20000,20000,21.538175,742.867027
