2000,2000,2000,0.027035,591.832351
3000,3000,3000,0.081442,663.051815
4000,4000,4000,0.185380,690.474072
5000,5000,5000,0.350761,712.736114
6000,6000,6000,0.592965,728.542073
7000,7000,7000,0.922259,743.826118
8000,8000,8000,1.393621,734.776486
9000,9000,9000,1.970248,740.008515
10000,10000,10000,2.698445,741.167682
11000,11000,11000,3.591329,741.229757
12000,12000,12000,4.720759,732.085730
13000,13000,13000,5.982619,734.460992
14000,14000,14000,7.393160,742.307771
15000,15000,15000,9.168725,736.198347
16000,16000,16000,11.198293,731.540064
17000,17000,17000,13.288295,739.447777
18000,18000,18000,15.671603,744.276142
19000,19000,19000,18.532544,740.211394
20000,20000,20000,21.462909,745.472103
