2000,2000,2000,0.026428,605.410684
3000,3000,3000,0.081480,662.742666
4000,4000,4000,0.181625,704.748031
5000,5000,5000,0.350379,713.513656
6000,6000,6000,0.592163,729.528987
7000,7000,7000,0.920031,745.627087
8000,8000,8000,1.392412,735.414501
9000,9000,9000,1.959500,744.067365
10000,10000,10000,2.707828,738.599401
11000,11000,11000,3.590483,741.404503
12000,12000,12000,4.707616,734.129484
13000,13000,13000,5.998084,732.567250
14000,14000,14000,7.367111,744.932446
15000,15000,15000,9.124259,739.786096
16000,16000,16000,11.138217,735.485758
17000,17000,17000,13.260946,740.972771
18000,18000,18000,15.717553,742.100270
19000,19000,19000,18.509257,741.142651
20000,20000,20000,21.471322,745.180020
