2000,2000,2000,0.026727,598.639562
3000,3000,3000,0.081545,662.211301
4000,4000,4000,0.180145,710.537411
5000,5000,5000,0.352360,709.501531
6000,6000,6000,0.593843,727.464528
7000,7000,7000,0.923714,742.653947
8000,8000,8000,1.394754,734.179389
9000,9000,9000,1.967845,740.912070
10000,10000,10000,2.698692,741.099773
11000,11000,11000,3.585001,742.538187
12000,12000,12000,4.721820,731.921117
13000,13000,13000,5.988611,733.726063
14000,14000,14000,7.380755,743.555322
15000,15000,15000,9.192642,734.282942
16000,16000,16000,11.161041,733.981693
17000,17000,17000,13.335896,736.808365
18000,18000,18000,15.741991,740.948208
19000,19000,19000,18.774131,730.686278
20000,20000,20000,21.544204,742.659151
