2000,2000,2000,0.026943,593.855680
3000,3000,3000,0.075917,711.307153
4000,4000,4000,0.163686,781.983816
5000,5000,5000,0.315651,792.014050
6000,6000,6000,0.531454,812.864712
7000,7000,7000,0.848371,808.608804
8000,8000,8000,1.248353,820.280663
9000,9000,9000,1.777796,820.116675
10000,10000,10000,2.450746,816.077920
11000,11000,11000,3.249473,819.209711
12000,12000,12000,4.204978,821.883104
13000,13000,13000,5.354678,820.590892
14000,14000,14000,6.692583,820.012297
15000,15000,15000,8.227374,820.431906
16000,16000,16000,9.963551,822.196794
17000,17000,17000,11.985064,819.853761
18000,18000,18000,14.170359,823.126618
19000,19000,19000,16.662830,823.269503
20000,20000,20000,19.500589,820.488052
