2000,2000,2000,0.027244,587.295578
3000,3000,3000,0.075961,710.895102
4000,4000,4000,0.163862,781.146697
5000,5000,5000,0.315825,791.577684
6000,6000,6000,0.532687,810.982811
7000,7000,7000,0.849487,807.546623
8000,8000,8000,1.249462,819.552616
9000,9000,9000,1.776683,820.630130
10000,10000,10000,2.453312,815.224380
11000,11000,11000,3.247950,819.593995
12000,12000,12000,4.208159,821.261762
13000,13000,13000,5.352251,820.963000
14000,14000,14000,6.679026,821.676726
15000,15000,15000,8.226951,820.474079
16000,16000,16000,9.971567,821.535899
17000,17000,17000,11.987201,819.707617
18000,18000,18000,14.163268,823.538749
19000,19000,19000,16.688308,822.012653
20000,20000,20000,19.495196,820.714990
