2000,2000,2000,0.027970,572.048897
3000,3000,3000,0.075300,717.134541
4000,4000,4000,0.163786,781.509867
5000,5000,5000,0.316626,789.575436
6000,6000,6000,0.532194,811.734306
7000,7000,7000,0.848496,808.488986
8000,8000,8000,1.249535,819.504632
9000,9000,9000,1.776738,820.604743
10000,10000,10000,2.448599,816.793726
11000,11000,11000,3.247207,819.781541
12000,12000,12000,4.206928,821.502033
13000,13000,13000,5.351604,821.062300
14000,14000,14000,6.684117,821.050906
15000,15000,15000,8.261563,817.036667
16000,16000,16000,9.960077,822.483589
17000,17000,17000,11.987252,819.704142
18000,18000,18000,14.173419,822.948921
19000,19000,19000,16.691068,821.876689
20000,20000,20000,19.480813,821.320972
