2000,2000,2000,0.015339,1043.093790
3000,3000,3000,0.043990,1227.563576
4000,4000,4000,0.098577,1298.481930
5000,5000,5000,0.186819,1338.191461
6000,6000,6000,0.316267,1365.932445
7000,7000,7000,0.503414,1362.696793
8000,8000,8000,0.732690,1397.590654
9000,9000,9000,1.050127,1388.403317
10000,10000,10000,1.446252,1382.884477
11000,11000,11000,1.895237,1404.573360
12000,12000,12000,2.476818,1395.338912
13000,13000,13000,3.178850,1382.260932
14000,14000,14000,3.908540,1404.104861
15000,15000,15000,4.818432,1400.870765
16000,16000,16000,5.891110,1390.569911
17000,17000,17000,7.023109,1399.095488
18000,18000,18000,8.286065,1407.664495
19000,19000,19000,9.726772,1410.334322
20000,20000,20000,11.348983,1409.817932
