2000,2000,2000,0.015181,1053.930340
3000,3000,3000,0.043685,1236.125748
4000,4000,4000,0.098228,1303.086842
5000,5000,5000,0.186060,1343.649270
6000,6000,6000,0.319097,1353.822348
7000,7000,7000,0.504158,1360.683638
8000,8000,8000,0.737946,1387.635126
9000,9000,9000,1.046373,1393.383950
10000,10000,10000,1.450663,1378.679936
11000,11000,11000,1.899140,1401.687010
12000,12000,12000,2.495677,1384.794324
13000,13000,13000,3.164553,1388.505526
14000,14000,14000,3.902969,1406.108974
15000,15000,15000,4.841263,1394.264188
16000,16000,16000,5.962185,1373.992947
17000,17000,17000,6.958258,1412.135019
18000,18000,18000,8.311270,1403.395604
19000,19000,19000,9.707664,1413.110234
20000,20000,20000,11.448217,1397.597598
