2000,2000,2000,0.015314,1044.818741
3000,3000,3000,0.044231,1220.852210
4000,4000,4000,0.098595,1298.245582
5000,5000,5000,0.188013,1329.694325
6000,6000,6000,0.318322,1357.117244
7000,7000,7000,0.500554,1370.480417
8000,8000,8000,0.735291,1392.645571
9000,9000,9000,1.050611,1387.763920
10000,10000,10000,1.455831,1373.785905
11000,11000,11000,1.903850,1398.219550
12000,12000,12000,2.463887,1402.661793
13000,13000,13000,3.156510,1392.043531
14000,14000,14000,3.861841,1421.084020
15000,15000,15000,4.844507,1393.330593
16000,16000,16000,5.935249,1380.228583
17000,17000,17000,7.074246,1388.982028
18000,18000,18000,8.302607,1404.859890
19000,19000,19000,9.892437,1386.715958
20000,20000,20000,11.467214,1395.282222
