2000,2000,2000,0.023625,677.235548
3000,3000,3000,0.073407,735.622133
4000,4000,4000,0.162546,787.467746
5000,5000,5000,0.326348,766.052652
6000,6000,6000,0.542137,796.845977
7000,7000,7000,0.875741,783.336452
8000,8000,8000,1.283595,797.759317
9000,9000,9000,1.831904,795.893280
10000,10000,10000,2.520967,793.346462
11000,11000,11000,3.360934,792.041810
12000,12000,12000,4.368123,791.186511
13000,13000,13000,5.566759,789.328296
14000,14000,14000,6.927665,792.186168
15000,15000,15000,8.623437,782.750564
16000,16000,16000,10.419343,786.229983
17000,17000,17000,12.440650,789.830087
18000,18000,18000,14.721789,792.295039
19000,19000,19000,17.244268,795.510724
20000,20000,20000,20.162304,793.560090
