2000,2000,2000,0.024601,650.384402
3000,3000,3000,0.073221,737.492788
4000,4000,4000,0.164755,776.910921
5000,5000,5000,0.326084,766.674333
6000,6000,6000,0.542105,796.893700
7000,7000,7000,0.870803,787.778625
8000,8000,8000,1.285103,796.823551
9000,9000,9000,1.834708,794.676759
10000,10000,10000,2.497111,800.925610
11000,11000,11000,3.347599,795.196711
12000,12000,12000,4.347051,795.021649
13000,13000,13000,5.615146,782.526426
14000,14000,14000,6.962869,788.180795
15000,15000,15000,8.532927,791.053310
16000,16000,16000,10.268578,797.773571
17000,17000,17000,12.392050,792.927697
18000,18000,18000,14.618058,797.917201
19000,19000,19000,17.309389,792.517846
20000,20000,20000,20.248407,790.185637
