2000,2000,2000,0.023575,678.670827
3000,3000,3000,0.073268,737.018756
4000,4000,4000,0.162287,788.725810
5000,5000,5000,0.323958,771.704255
6000,6000,6000,0.540723,798.929810
7000,7000,7000,0.863183,794.732560
8000,8000,8000,1.280656,799.590347
9000,9000,9000,1.794719,812.383365
10000,10000,10000,2.476494,807.593431
11000,11000,11000,3.293216,808.328352
12000,12000,12000,4.323711,799.313444
13000,13000,13000,5.428187,809.478442
14000,14000,14000,6.849770,801.194837
15000,15000,15000,8.377484,805.731186
16000,16000,16000,10.214701,801.981398
17000,17000,17000,12.337497,796.433829
18000,18000,18000,14.437579,807.891670
19000,19000,19000,17.087002,802.832457
20000,20000,20000,19.836061,806.611746
