2000,2000,2000,0.101874,157.056251
3000,3000,3000,0.073145,738.255251
4000,4000,4000,0.161844,790.884571
5000,5000,5000,0.324078,771.418776
6000,6000,6000,0.539232,801.139961
7000,7000,7000,0.864761,793.282874
8000,8000,8000,1.275351,802.915904
9000,9000,9000,1.794816,812.339359
10000,10000,10000,2.474539,808.231410
11000,11000,11000,3.316673,802.611471
12000,12000,12000,4.325058,799.064358
13000,13000,13000,5.411604,811.958834
14000,14000,14000,6.896532,795.762277
15000,15000,15000,8.449102,798.901440
16000,16000,16000,10.205130,802.733497
17000,17000,17000,12.234421,803.143836
18000,18000,18000,14.467844,806.201643
19000,19000,19000,17.160990,799.371130
20000,20000,20000,19.805162,807.870191
