2000,2000,2000,0.024395,655.864174
3000,3000,3000,0.073126,738.453258
4000,4000,4000,0.162120,789.537742
5000,5000,5000,0.323694,772.333322
6000,6000,6000,0.538216,802.651691
7000,7000,7000,0.863988,793.992596
8000,8000,8000,1.276246,802.353429
9000,9000,9000,1.801786,809.197219
10000,10000,10000,2.474142,808.361142
11000,11000,11000,3.288826,809.407276
12000,12000,12000,4.324934,799.087350
13000,13000,13000,5.428134,809.486314
14000,14000,14000,6.855173,800.563292
15000,15000,15000,8.375453,805.926577
16000,16000,16000,10.217279,801.779017
17000,17000,17000,12.219159,804.147027
18000,18000,18000,14.464482,806.389031
19000,19000,19000,17.036612,805.207054
20000,20000,20000,19.817822,807.354127
