#DATA GENERETED WITH DIMENSION 5000 and iteration 10
#Threads|MPItask|time
1	1	6.041365
1	2	3.051575
1	3	2.030471
1	4	1.522302
1	5	1.231181
1	6	1.032725
1	7	0.888343
1	8	0.780665
1	9	0.700238
1	10	0.628344
1	11	0.578632
1	12	0.533847
1	13	0.495208
1	14	0.457748
1	15	0.432351
1	16	0.408493
1	17	0.385579
1	18	0.373727
1	19	0.350492
1	20	0.335818
1	21	0.321116
1	22	0.309857
1	23	0.306019
1	24	0.292038
1	25	0.278947
1	26	0.274950
1	27	0.262505
1	28	0.268322
1	29	0.257332
1	30	0.279652
1	31	0.240893
1	32	0.236693
1	33	0.239376
1	34	0.216968
1	35	0.246086
1	36	0.243869
1	37	0.210849
1	38	0.223541
1	39	0.203788
1	40	0.192653
1	41	0.233252
1	42	0.188756
1	43	0.194893
1	44	0.211790
1	45	0.178508
1	46	0.209962
1	47	0.192107
1	48	0.176614
1	49	0.173673
1	50	0.163724
1	51	0.162353
1	52	0.195550
1	53	0.175296
1	54	0.190696
1	55	0.212598
1	56	0.168447
1	57	0.196369
1	58	0.157809
1	59	0.195922
1	60	0.167129
1	61	0.211912
1	62	0.188750
1	63	0.163921
1	64	0.144886
1	65	0.208162
1	66	0.177234
1	67	0.166671
1	68	0.157111
1	69	0.173545
1	70	0.148739
1	71	0.147120
1	72	0.148324
1	73	0.152557
1	74	0.158636
1	75	0.166422
1	76	0.177233
1	77	0.192839
1	78	0.117456
1	79	0.132346
1	80	0.151234
1	81	0.172892
1	82	0.194511
1	83	0.124744
1	84	0.151919
1	85	0.181578
1	86	0.126401
1	87	0.152575
1	88	0.183488
1	89	0.117665
1	90	0.156055
1	91	0.198656
1	92	0.135192
1	93	0.182370
1	94	0.118451
1	95	0.167761
1	96	0.107332
1	97	0.192641
1	98	0.108299
1	99	0.153783
1	100	0.100465
1	101	0.155549
1	102	0.102206
1	103	0.161749
1	104	0.103109
1	105	0.172970
1	106	0.119177
1	107	0.187513
1	108	0.130953
1	109	0.208282
1	110	0.153699
1	111	0.097272
1	112	0.180665
1	113	0.124696
1	114	0.211330
1	115	0.176130
1	116	0.111055
1	117	0.194552
1	118	0.140378
1	119	0.090453
1	120	0.212220
1	121	0.135145
1	122	0.238680
1	123	0.191921
1	124	0.137416
1	125	0.095194
1	126	0.196879
1	127	0.144704
1	128	0.135136
1	129	0.201186
1	130	0.174530
1	131	0.113367
1	132	0.214458
1	133	0.169057
1	134	0.131021
1	135	0.098353
1	136	0.207168
1	137	0.154838
1	138	0.125916
1	139	0.232686
1	140	0.200502
1	141	0.185999
1	142	0.118425
1	143	0.242660
1	144	0.204134
1	145	0.163912
1	146	0.127553
1	147	0.101692
1	148	0.215166
1	149	0.178973
1	150	0.143080
1	151	0.109635
1	152	0.238316
1	153	0.200828
1	154	0.156059
1	155	0.123641
1	156	0.094417
1	157	0.229256
1	158	0.189774
1	159	0.151776
1	160	0.157082
1	161	0.103870
1	162	0.233989
1	163	0.196536
1	164	0.165525
1	165	0.146767
1	166	0.106365
1	167	0.261478
1	168	0.233802
1	169	0.190967
1	170	0.154958
1	171	0.126009
1	172	0.146200
1	173	0.257200
1	174	0.226992
1	175	0.193892
1	176	0.162481
1	177	0.125144
1	178	0.099705
1	179	0.298707
1	180	0.262816
1	181	0.239186
1	182	0.185745
1	183	0.164688
1	184	0.120626
1	185	0.106380
1	186	0.275836
1	187	0.249977
1	188	0.225753
1	189	0.182547
1	190	0.157628
1	191	0.133151
1	192	0.091254
1	193	0.287475
1	194	0.261131
1	195	0.223321
1	196	0.194544
1	197	0.168301
1	198	0.130394
1	199	0.111224
1	200	0.095668
1	201	0.279001
1	202	0.256170
1	203	0.224241
1	204	0.189203
1	205	0.167992
1	206	0.135032
1	207	0.105364
1	208	0.086393
1	209	0.296376
1	210	0.271084
1	211	0.245768
1	212	0.222434
1	213	0.195321
1	214	0.164162
1	215	0.127792
1	216	0.100786
1	217	0.102924
1	218	0.298390
1	219	0.290354
1	220	0.246938
1	221	0.231912
1	222	0.196368
1	223	0.170615
1	224	0.156574
1	225	0.119346
1	226	0.101261
1	227	0.083019
1	228	0.309768
1	229	0.291383
1	230	0.261497
1	231	0.236931
1	232	0.210463
1	233	0.185832
1	234	0.165462
1	235	0.138976
1	236	0.123293
1	237	0.095012
1	238	0.085800
1	239	0.327860
1	240	0.309747
1	241	0.281314
1	242	0.257400
1	243	0.240357
1	244	0.214044
1	245	0.182955
1	246	0.160526
1	247	0.135679
1	248	0.111475
1	249	0.087234
1	250	0.064369
1	251	0.356761
1	252	0.334329
1	253	0.308840
1	254	0.286472
1	255	0.264828
1	256	0.242062
