#DATA GENERETED WITH DIMENSION 10000 and iteration 10
#Threads|MPItask|time
1	1	23.692193
1	2	11.920449
1	3	8.007916
1	4	6.048927
1	5	4.861322
1	6	4.090948
1	7	3.530999
1	8	3.114771
1	9	2.771077
1	10	2.517943
1	11	2.292801
1	12	2.107509
1	13	1.969977
1	14	1.838854
1	15	1.712353
1	16	1.628453
1	17	1.527813
1	18	1.442970
1	19	1.367055
1	20	1.302994
1	21	1.296207
1	22	1.218719
1	23	1.175654
1	24	1.137387
1	25	1.066881
1	26	1.060566
1	27	1.010325
1	28	0.957639
1	29	1.018983
1	30	0.922928
1	31	0.919793
1	32	0.886295
1	33	0.829806
1	34	0.810461
1	35	0.839413
1	36	0.825972
1	37	0.792105
1	38	0.741617
1	39	0.748939
1	40	0.705996
1	41	0.770731
1	42	0.678400
1	43	0.712093
1	44	0.676204
1	45	0.653514
1	46	0.660195
1	47	0.691939
1	48	0.636986
1	49	0.597478
1	50	0.582974
1	51	0.586235
1	52	0.596692
1	53	0.636372
1	54	0.568294
1	55	0.647620
1	56	0.600964
1	57	0.580601
1	58	0.573377
1	59	0.575184
1	60	0.591256
1	61	0.626938
1	62	0.527466
1	63	0.588794
1	64	0.511911
1	65	0.597106
1	66	0.544906
1	67	0.499830
1	68	0.466847
1	69	0.596528
1	70	0.581981
1	71	0.578478
1	72	0.583008
1	73	0.597338
1	74	0.451379
1	75	0.480360
1	76	0.527853
1	77	0.568403
1	78	0.445909
1	79	0.511415
1	80	0.406324
1	81	0.486055
1	82	0.578672
1	83	0.615582
1	84	0.400661
1	85	0.518883
1	86	0.451114
1	87	0.579643
1	88	0.516490
1	89	0.462919
1	90	0.399303
1	91	0.571977
1	92	0.525847
1	93	0.490105
1	94	0.466228
1	95	0.428481
1	96	0.409417
1	97	0.395696
1	98	0.376839
1	99	0.441441
1	100	0.378294
1	101	0.373424
1	102	0.377297
1	103	0.385896
1	104	0.400979
1	105	0.422766
1	106	0.457063
1	107	0.473394
1	108	0.515773
1	109	0.551958
1	110	0.595172
1	111	0.377007
1	112	0.431550
1	113	0.489999
1	114	0.547606
1	115	0.631114
1	116	0.399235
1	117	0.480112
1	118	0.564835
1	119	0.356011
1	120	0.444603
1	121	0.548982
1	122	0.639571
1	123	0.430075
1	124	0.563257
1	125	0.337809
1	126	0.446378
1	127	0.698634
1	128	0.446447
1	129	0.479972
1	130	0.635224
1	131	0.413779
1	132	0.531275
1	133	0.421722
1	134	0.487786
1	135	0.436869
1	136	0.455691
1	137	0.607283
1	138	0.469040
1	139	0.589879
1	140	0.432917
1	141	0.617480
1	142	0.434715
1	143	0.603318
1	144	0.431459
1	145	0.619076
1	146	0.453431
1	147	0.360572
1	148	0.532900
1	149	0.338019
1	150	0.508207
1	151	0.429930
1	152	0.561221
1	153	0.416465
1	154	0.615274
1	155	0.461856
1	156	0.342511
1	157	0.543675
1	158	0.378739
1	159	0.604852
1	160	0.493405
1	161	0.349656
1	162	0.540015
1	163	0.409785
1	164	0.638650
1	165	0.511894
1	166	0.357633
1	167	0.608085
1	168	0.458916
1	169	0.362863
1	170	0.643535
1	171	0.444252
1	172	0.385172
1	173	0.586744
1	174	0.451673
1	175	0.377416
1	176	0.593757
1	177	0.458793
1	178	0.336216
1	179	0.612602
1	180	0.495220
1	181	0.421198
1	182	0.668366
1	183	0.539081
1	184	0.394331
1	185	0.395901
1	186	0.583618
1	187	0.458269
1	188	0.390102
1	189	0.647928
1	190	0.554689
1	191	0.405598
1	192	0.384569
1	193	0.609299
1	194	0.482588
1	195	0.375158
1	196	0.335816
1	197	0.597895
1	198	0.470485
1	199	0.365058
1	200	0.287551
1	201	0.589708
1	202	0.483789
1	203	0.359899
1	204	0.321678
1	205	0.620646
1	206	0.496657
1	207	0.459985
1	208	0.307696
1	209	0.646796
1	210	0.616492
1	211	0.463509
1	212	0.399311
1	213	0.718411
1	214	0.680713
1	215	0.493704
1	216	0.383060
1	217	0.305937
1	218	0.706066
1	219	0.590542
1	220	0.473454
1	221	0.363686
1	222	0.324237
1	223	0.681699
1	224	0.582105
1	225	0.499665
1	226	0.370410
1	227	0.337038
1	228	0.711798
1	229	0.606212
1	230	0.522462
1	231	0.399893
1	232	0.312123
1	233	0.756202
1	234	0.671108
1	235	0.553264
1	236	0.452075
1	237	0.352886
1	238	0.335922
1	239	0.802232
1	240	0.638624
1	241	0.586626
1	242	0.429573
1	243	0.373821
1	244	0.842830
1	245	0.729795
1	246	0.675932
1	247	0.540809
1	248	0.439607
1	249	0.349324
1	250	0.285833
1	251	0.805515
1	252	0.683781
1	253	0.580907
1	254	0.487296
1	255	0.386429
1	256	0.365754
